raw_api_name,canonical_name,file_name,stage,final_status,pytest_outcome,failure_category,root_cause_summary,initial_failure_category,initial_root_cause_summary,failure_messages,tests_total,passed_count,skipped_count,xfailed_count,failed_count,error_count,fix_recommendation,auto_fixable,fix_applied,fix_target,fix_summary,fix_artifact,changed_files,rerun_status,report_path,intervention_type,intervention_reason
torch.Event,torch.Event,test_Event.py,final,pytest_passed,passed_with_skips,NONE,"当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。
/home/l00913161/projects/pta_testcase/test/api_test/test_Event.py:83: 当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。",NONE,"当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。
/home/l00913161/projects/pta_testcase/test/api_test/test_Event.py:83: 当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。","[""当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。\n/home/l00913161/projects/pta_testcase/test/api_test/test_Event.py:83: 当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。"", ""当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。\n/home/l00913161/projects/pta_testcase/test/api_test/test_Event.py:83: 当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。"", ""当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。\n/home/l00913161/projects/pta_testcase/test/api_test/test_Event.py:83: 当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。"", ""当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。\n/home/l00913161/projects/pta_testcase/test/api_test/test_Event.py:83: 当前 NPU 后端不支持 Event.elapsed_time，跳过相关用例。""]",9,5,4,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.library.impl,torch.library.impl,test_library_impl.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],42,42,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.library.Library,torch.library.Library,test_library_Library.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],7,7,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Module.buffers,torch.nn.Module.buffers,test_nn_Module_buffers.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],7,7,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Module.modules,torch.nn.Module.modules,test_nn_Module_modules.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],7,7,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Module.named_modules,torch.nn.Module.named_modules,test_nn_Module_named_modules.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],8,8,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Module.named_parameters,torch.nn.Module.named_parameters,test_nn_Module_named_parameters.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],12,12,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Module.register_forward_hook,torch.nn.Module.register_forward_hook,test_nn_Module_register_forward_hook.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],12,12,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Module.register_forward_pre_hook,torch.nn.Module.register_forward_pre_hook,test_nn_Module_register_forward_pre_hook.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],5,5,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Module.register_load_state_dict_post_hook,torch.nn.Module.register_load_state_dict_post_hook,test_nn_Module_register_load_state_dict_post_hook.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],8,8,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.utils._pytree.tree_flatten,torch.utils._pytree.tree_flatten,test_utils__pytree_tree_flatten.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],16,16,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.utils._pytree.tree_map,torch.utils._pytree.tree_map,test_utils__pytree_tree_map.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],11,11,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.utils._pytree.tree_unflatten,torch.utils._pytree.tree_unflatten,test_utils__pytree_tree_unflatten.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],16,16,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.utils.swap_tensors,torch.utils.swap_tensors,test_utils_swap_tensors.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],13,13,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Parameter.grad,torch.nn.Parameter.grad,test_nn_Parameter_grad.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],9,9,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
